Nama,IPK,Skor_Psikologi,Finansial,Status
Mahasiswa53,3.7579957662567565,3,0,Siaga
Mahasiswa54,3.5793094017105953,41,1,Bermasalah
Mahasiswa55,2.3915999152443406,12,0,Siaga
Mahasiswa56,3.6874969400924673,97,0,Aman
Mahasiswa57,0.353970008207678,84,0,Siaga
Mahasiswa58,0.7839314496765808,85,1,Bermasalah
Mahasiswa59,0.18090915564215226,3,0,Siaga
Mahasiswa60,1.3013213230530574,81,0,Siaga
Mahasiswa61,1.554709158757928,68,0,Siaga
Mahasiswa62,1.0853961270955836,18,0,Siaga
Mahasiswa63,3.3149500366077174,1,0,Siaga
Mahasiswa64,1.4270133067743571,11,1,Bermasalah
Mahasiswa65,1.123738038749523,80,1,Bermasalah
Mahasiswa66,2.170784332632994,73,1,Bermasalah
Mahasiswa67,0.5636968998990506,97,0,Siaga
Mahasiswa68,3.2087879230161587,5,1,Bermasalah
Mahasiswa69,0.2982025747190833,7,0,Siaga
Mahasiswa70,3.947547746402069,50,0,Siaga
Mahasiswa71,3.0889790771866297,10,0,Siaga
Mahasiswa72,0.7948627261366896,62,0,Siaga
Mahasiswa73,0.022088468494409597,56,1,Bermasalah
Mahasiswa74,3.2618457138193366,11,1,Bermasalah
Mahasiswa75,2.8274293753904685,72,1,Siaga
Mahasiswa76,2.9160286721639492,1,0,Siaga
Mahasiswa77,3.085081386743783,7,1,Bermasalah
Mahasiswa78,0.29617860693636144,10,1,Bermasalah
Mahasiswa79,1.4338629141770904,52,0,Siaga
Mahasiswa80,0.46347623810051886,99,1,Bermasalah
Mahasiswa81,3.452413703502374,9,0,Siaga
Mahasiswa82,2.4931925073102317,84,1,Bermasalah
Mahasiswa83,1.3235920994105967,83,1,Bermasalah
Mahasiswa84,0.25423340114409454,7,1,Bermasalah
Mahasiswa85,1.2439292868626488,35,0,Siaga
Mahasiswa86,1.3007332881069882,92,1,Bermasalah
Mahasiswa87,2.9184247133522563,75,1,Siaga
Mahasiswa88,2.5502298854208525,13,1,Bermasalah
Mahasiswa89,3.548850970305306,53,1,Bermasalah
Mahasiswa90,1.8888597006477972,84,0,Siaga
Mahasiswa91,0.4783769837532068,85,0,Siaga
Mahasiswa92,2.85297914889198,20,1,Bermasalah
Mahasiswa93,3.0431401944675898,49,1,Bermasalah
Mahasiswa94,2.245108790277985,93,1,Bermasalah
Mahasiswa95,3.083868719818244,38,0,Siaga
Mahasiswa96,1.975182385457563,19,1,Bermasalah
Mahasiswa97,2.0909313175279762,87,1,Bermasalah
Mahasiswa98,1.7101640734341985,86,0,Siaga
Mahasiswa99,0.10167650697638075,6,0,Siaga
Mahasiswa100,0.4315657079732178,8,0,Siaga
Mahasiswa101,0.125716742746937,0,1,Bermasalah
Mahasiswa102,2.5456416450551216,25,0,Siaga
Mahasiswa103,1.2574239243053067,37,0,Siaga
Mahasiswa104,2.034282764658811,37,1,Bermasalah
Mahasiswa105,3.630265895704372,60,0,Siaga
Mahasiswa106,0.9971689165954998,43,1,Bermasalah
Mahasiswa107,1.641531692142519,85,1,Bermasalah
Mahasiswa108,3.0222045541721947,43,0,Siaga
Mahasiswa109,0.9151926619664899,73,1,Bermasalah
Mahasiswa110,0.30791963931517197,61,0,Siaga
Mahasiswa111,1.159005811655072,5,0,Siaga
Mahasiswa112,0.6448851490160177,16,0,Siaga
Mahasiswa113,3.7187906093702923,50,1,Bermasalah
Mahasiswa114,3.232481518257668,37,0,Siaga
Mahasiswa115,2.533615026041694,23,1,Bermasalah
Mahasiswa116,3.485842360750871,50,1,Bermasalah
Mahasiswa117,3.214688307596458,9,1,Bermasalah
Mahasiswa118,0.7462802355441434,71,0,Siaga
Mahasiswa119,3.570235993959911,20,1,Bermasalah
Mahasiswa120,2.157368967662603,69,1,Bermasalah
Mahasiswa121,3.22976062065625,84,0,Aman
Mahasiswa122,3.584365199693973,56,0,Siaga
Mahasiswa123,1.2720138998874555,38,1,Bermasalah
Mahasiswa124,0.44020769811070704,87,1,Bermasalah
Mahasiswa125,0.9117406501677667,32,0,Siaga
Mahasiswa126,1.7084311545050253,58,1,Bermasalah
Mahasiswa127,3.2720590636899725,17,1,Bermasalah
Mahasiswa128,3.4429223330253738,55,1,Siaga
Mahasiswa129,0.027808522124762813,91,1,Bermasalah
Mahasiswa130,2.042989210310263,56,0,Siaga
Mahasiswa131,1.669644012595116,95,1,Bermasalah
Mahasiswa132,0.888431241882921,75,0,Siaga
Mahasiswa133,0.4794614693347312,47,1,Bermasalah
Mahasiswa134,1.3504606856145118,41,0,Siaga
Mahasiswa135,3.7716388156500766,26,1,Bermasalah
Mahasiswa136,1.292811728083021,73,0,Siaga
Mahasiswa137,2.0751624869734644,51,1,Bermasalah
Mahasiswa138,2.8120758355807114,41,0,Siaga
Mahasiswa139,1.454518409517176,31,1,Bermasalah
Mahasiswa140,3.8871283308838427,25,1,Bermasalah
Mahasiswa141,3.849789179768445,24,0,Siaga
Mahasiswa142,1.0071291833014566,74,0,Siaga
Mahasiswa143,1.9889940235695418,22,0,Siaga
Mahasiswa144,1.2035132392670786,97,0,Siaga
Mahasiswa145,1.1393619775098704,56,0,Siaga
Mahasiswa146,0.14754778941813118,51,1,Bermasalah
Mahasiswa147,2.4382573359195874,86,0,Siaga
Mahasiswa148,2.010716092915446,92,0,Siaga
Mahasiswa149,0.2059150049999574,30,1,Bermasalah
Mahasiswa150,1.1145858569464457,63,0,Siaga
Mahasiswa151,3.633063543866615,70,0,Aman
Mahasiswa152,0.9582475626678897,32,0,Siaga
Mahasiswa153,0.5795794883648924,84,1,Bermasalah
Mahasiswa154,1.957811041110252,1,0,Siaga
Mahasiswa155,3.942601816442403,17,1,Bermasalah
Mahasiswa156,0.9682210860460017,46,1,Bermasalah
Mahasiswa157,2.688542189623514,32,0,Siaga
Mahasiswa158,3.0464784613148703,100,1,Aman
Mahasiswa159,0.9505501759695987,97,0,Siaga
Mahasiswa160,2.9128653944474383,83,0,Siaga
Mahasiswa161,1.471132530877013,34,0,Siaga
Mahasiswa162,2.529223322374318,50,0,Siaga
Mahasiswa163,2.534118843043579,17,0,Siaga
Mahasiswa164,2.143098736299034,87,1,Bermasalah
Mahasiswa165,0.3611590802176332,71,1,Bermasalah
Mahasiswa166,3.341209982356952,29,1,Bermasalah
Mahasiswa167,1.2831202598869433,43,1,Bermasalah
Mahasiswa168,0.7460740415994169,52,0,Siaga
Mahasiswa169,0.16310056621905566,9,0,Siaga
Mahasiswa170,2.3635717727529673,86,1,Bermasalah
Mahasiswa171,2.7102574473691297,51,0,Siaga
Mahasiswa172,0.06635131571142461,48,1,Bermasalah
Mahasiswa173,2.048372233197124,10,1,Bermasalah
Mahasiswa174,0.9059831007917518,65,1,Bermasalah
Mahasiswa175,2.5806911616377994,57,1,Siaga
Mahasiswa176,0.6974657160199658,89,0,Siaga
Mahasiswa177,2.763750952409864,35,0,Siaga
Mahasiswa178,1.5469413852021496,32,1,Bermasalah
Mahasiswa179,3.746919954946938,46,1,Bermasalah
Mahasiswa180,0.550083776583973,12,1,Bermasalah
Mahasiswa181,1.364265404201034,39,1,Bermasalah
Mahasiswa182,0.4538940849623563,88,1,Bermasalah
Mahasiswa183,3.698774473114251,67,0,Siaga
Mahasiswa184,3.509357413523924,41,1,Bermasalah
Mahasiswa185,1.0317665108606224,18,1,Bermasalah
Mahasiswa186,2.639936184136716,81,0,Siaga
Mahasiswa187,3.2688888008048633,100,0,Aman
Mahasiswa188,2.2208032463978493,93,0,Siaga
Mahasiswa189,2.118602313424026,18,0,Siaga
Mahasiswa190,0.9674091636018067,57,0,Siaga
Mahasiswa191,0.37241107122359685,22,0,Siaga
Mahasiswa192,3.588863031813307,53,0,Siaga
Mahasiswa193,3.601672228653322,79,0,Aman
Mahasiswa194,2.5324058290930718,64,0,Aman
Mahasiswa195,1.3561191641948027,11,1,Bermasalah
Mahasiswa196,1.3968382984506436,23,0,Siaga
Mahasiswa197,2.9038227154809575,33,1,Bermasalah
Mahasiswa198,3.5884410398103084,52,1,Bermasalah
Mahasiswa199,3.548345697060469,7,1,Bermasalah
Mahasiswa200,3.1195021834304955,17,1,Bermasalah
Mahasiswa201,2.568126584617151,56,1,Siaga
Mahasiswa202,0.33655985998019533,4,1,Bermasalah
Mahasiswa203,0.6465148563784551,25,1,Bermasalah
Mahasiswa204,3.594216754108317,29,1,Bermasalah
Mahasiswa205,2.4257162386383597,53,0,Siaga
Mahasiswa206,0.03678820646651859,12,1,Bermasalah
Mahasiswa207,0.4058861714641284,82,1,Bermasalah
Mahasiswa208,2.6540070764322232,28,1,Bermasalah
Mahasiswa209,0.020246335384874747,2,1,Bermasalah
Mahasiswa210,0.6432322056699946,89,0,Siaga
Mahasiswa211,2.1949351574663445,57,1,Bermasalah
Mahasiswa212,2.767580790770773,75,0,Siaga
Mahasiswa213,2.607845038010402,1,0,Siaga
Mahasiswa214,0.8970772378422391,74,1,Bermasalah
Mahasiswa215,2.8487168853901434,27,1,Bermasalah
Mahasiswa216,0.9489963499872003,81,0,Siaga
Mahasiswa217,1.301598792637071,76,1,Bermasalah
Mahasiswa218,2.9859656204720966,100,1,Siaga
Mahasiswa219,2.5985315961888587,85,0,Siaga
Mahasiswa220,3.3968936419767117,75,0,Aman
Mahasiswa221,2.6304515692013735,1,1,Bermasalah
Mahasiswa222,2.2732344133418865,100,1,Bermasalah
Mahasiswa223,0.3746990713123699,6,1,Bermasalah
Mahasiswa224,1.470863212237734,25,0,Siaga
Mahasiswa225,1.0608094707269018,89,1,Bermasalah
Mahasiswa226,0.9759585735163343,87,0,Siaga
Mahasiswa227,3.8920422190097823,75,0,Aman
Mahasiswa228,1.5723908986670416,15,1,Bermasalah
Mahasiswa229,3.568186220708453,22,0,Siaga
Mahasiswa230,2.5245545039890516,39,1,Bermasalah
Mahasiswa231,3.1792452141665937,59,1,Siaga
Mahasiswa232,2.0105483724207684,72,0,Siaga
Mahasiswa233,2.3076155385054364,31,1,Bermasalah
Mahasiswa234,1.9700707752754556,14,0,Siaga
Mahasiswa235,0.780971951192178,100,0,Siaga
Mahasiswa236,2.8898084610460213,12,1,Bermasalah
Mahasiswa237,1.1230894497634232,4,1,Bermasalah
Mahasiswa238,0.09726386572581536,74,1,Bermasalah
Mahasiswa239,2.5818891836286713,73,1,Siaga
Mahasiswa240,0.7084427176281958,51,0,Siaga
Mahasiswa241,3.761834337411657,76,0,Aman
Mahasiswa242,3.8157143080103495,40,0,Siaga
Mahasiswa243,3.659457560881794,52,1,Bermasalah
Mahasiswa244,1.4806348010217776,49,0,Siaga
Mahasiswa245,0.061826466115469714,14,0,Siaga
Mahasiswa246,3.7132742503509015,6,1,Bermasalah
Mahasiswa247,1.7127365932692573,39,1,Bermasalah
Mahasiswa248,3.8666192761746783,27,1,Bermasalah
Mahasiswa249,3.8544799083570114,31,0,Siaga
Mahasiswa250,3.4120378218694403,98,1,Aman
Mahasiswa251,1.1777955682783428,14,0,Siaga
Mahasiswa252,1.540390914407701,99,0,Siaga
Mahasiswa253,3.4045466860674276,84,0,Aman
Mahasiswa254,1.2676880206251107,69,0,Siaga
Mahasiswa255,0.67797098674437,64,0,Siaga
Mahasiswa256,2.2272050498334006,3,1,Bermasalah
Mahasiswa257,3.744619096643124,10,0,Siaga
Mahasiswa258,2.784119186699892,25,1,Bermasalah
Mahasiswa259,2.28024468035746,60,0,Siaga
Mahasiswa260,0.38870597508307414,36,0,Siaga
Mahasiswa261,2.460028906796679,22,1,Bermasalah
Mahasiswa262,3.960215400417053,92,0,Aman
Mahasiswa263,0.5603360609460961,84,0,Siaga
Mahasiswa264,2.073318609454947,90,1,Bermasalah
Mahasiswa265,3.5094922877118218,39,1,Bermasalah
Mahasiswa266,2.9630744710168178,76,0,Siaga
Mahasiswa267,2.788062963981072,22,0,Siaga
Mahasiswa268,2.809936335948437,15,0,Siaga
Mahasiswa269,1.4379646048790207,93,1,Bermasalah
Mahasiswa270,1.1743673770579734,60,0,Siaga
Mahasiswa271,3.2374446219140545,67,1,Siaga
Mahasiswa272,3.240453578716723,79,1,Aman
Mahasiswa273,3.468289274320415,30,0,Siaga
Mahasiswa274,3.652962210225885,52,1,Bermasalah
Mahasiswa275,2.045369595443751,24,0,Siaga
Mahasiswa276,2.0060651787487984,43,0,Siaga
Mahasiswa277,3.1931807158671006,11,1,Bermasalah
Mahasiswa278,2.5998557231110606,89,1,Siaga
Mahasiswa279,2.8078675090308134,100,1,Siaga
Mahasiswa280,3.183170677744404,96,1,Aman
Mahasiswa281,3.560021367270265,91,1,Aman
Mahasiswa282,1.3519806274061432,8,1,Bermasalah
Mahasiswa283,1.502331810559776,11,0,Siaga
Mahasiswa284,0.375927759363476,68,0,Siaga
Mahasiswa285,2.313120563984696,53,0,Siaga
Mahasiswa286,0.14376909518696834,53,1,Bermasalah
Mahasiswa287,1.8623920725298406,27,1,Bermasalah
Mahasiswa288,2.1705785388303065,55,1,Bermasalah
Mahasiswa289,1.1461650085131376,98,0,Siaga
Mahasiswa290,2.363333042276043,68,0,Siaga
Mahasiswa291,0.12200099975619771,97,1,Bermasalah
Mahasiswa292,0.14939275499685767,97,1,Bermasalah
Mahasiswa293,3.290402242638633,76,1,Aman
Mahasiswa294,1.4407625656450516,57,1,Bermasalah
Mahasiswa295,0.5082420506075391,77,0,Siaga
Mahasiswa296,2.0889730402192175,74,0,Siaga
Mahasiswa297,3.0799742123944434,41,0,Siaga
Mahasiswa298,0.8632841099873727,37,1,Bermasalah
Mahasiswa299,2.491561903276001,67,0,Siaga
Mahasiswa300,0.341389859975072,52,1,Bermasalah
Mahasiswa301,0.2067268846744308,32,1,Bermasalah
Mahasiswa302,2.125418526272592,70,1,Bermasalah
Mahasiswa303,2.162540486440426,55,0,Siaga
Mahasiswa304,2.549719605992826,71,0,Siaga
Mahasiswa305,2.904365334890646,100,1,Siaga
Mahasiswa306,3.9034083178501384,50,0,Siaga
Mahasiswa307,2.0652013932047812,73,1,Bermasalah
Mahasiswa308,1.2918258917649839,42,1,Bermasalah
Mahasiswa309,3.1807447790748147,14,1,Bermasalah
Mahasiswa310,1.0833290050482969,37,0,Siaga
Mahasiswa311,1.7558856828225444,14,0,Siaga
Mahasiswa312,0.31382552536906383,4,1,Bermasalah
Mahasiswa313,0.10140297366183004,92,0,Siaga
Mahasiswa314,3.8505936587117002,82,0,Aman
Mahasiswa315,3.3439204820488233,53,0,Siaga
Mahasiswa316,2.783896824374792,50,0,Siaga
Mahasiswa317,1.6358117776570795,9,1,Bermasalah
Mahasiswa318,0.6931772802833831,11,0,Siaga
Mahasiswa319,0.6257481706843442,3,1,Bermasalah
Mahasiswa320,1.0009715926583813,94,1,Bermasalah
Mahasiswa321,2.196906658824482,17,0,Siaga
Mahasiswa322,2.8583836908002493,79,1,Siaga
Mahasiswa323,2.640789506870925,35,1,Bermasalah
Mahasiswa324,1.1197355877837714,24,0,Siaga
Mahasiswa325,3.8194611226527764,86,1,Aman
Mahasiswa326,2.951587666783074,75,1,Siaga
Mahasiswa327,2.2174162100456027,97,0,Siaga
Mahasiswa328,2.446882984937409,35,0,Siaga
Mahasiswa329,1.6784002497111596,100,0,Siaga
Mahasiswa330,0.9909239580046298,66,0,Siaga
Mahasiswa331,1.4238907146050463,8,0,Siaga
Mahasiswa332,3.0313844418574765,60,1,Siaga
Mahasiswa333,0.057573954519023474,52,1,Bermasalah
Mahasiswa334,0.46429056202766494,17,0,Siaga
Mahasiswa335,0.184010568087011,42,0,Siaga
Mahasiswa336,0.16291520927588055,34,1,Bermasalah
Mahasiswa337,3.421842336044029,62,0,Siaga
Mahasiswa338,2.8146314375200947,97,0,Siaga
Mahasiswa339,1.8966953163493008,77,1,Bermasalah
Mahasiswa340,0.3913366426040059,3,1,Bermasalah
Mahasiswa341,1.9664635004673294,92,1,Bermasalah
Mahasiswa342,1.8938870831222627,40,0,Siaga
Mahasiswa343,0.6928074796400607,44,1,Bermasalah
Mahasiswa344,1.7354065969518921,49,0,Siaga
Mahasiswa345,1.5940189375894938,78,1,Bermasalah
Mahasiswa346,2.463400392208866,27,0,Siaga
Mahasiswa347,2.540374603470575,41,0,Siaga
Mahasiswa348,0.18121603908817807,79,0,Siaga
Mahasiswa349,1.4984504585058849,75,1,Bermasalah
Mahasiswa350,2.5034396628569455,68,1,Siaga
Mahasiswa351,2.012545034320351,97,1,Bermasalah
Mahasiswa352,3.425959364753289,0,0,Siaga
Mahasiswa353,2.63477452647578,38,1,Bermasalah
Mahasiswa354,0.6517377083257188,95,1,Bermasalah
Mahasiswa355,0.2822749896017194,89,0,Siaga
Mahasiswa356,2.5696771128252625,16,0,Siaga
Mahasiswa357,0.10604524216648725,90,1,Bermasalah
Mahasiswa358,2.343102325093853,87,1,Bermasalah
Mahasiswa359,3.7609209656998304,34,1,Bermasalah
Mahasiswa360,2.301896711503516,45,0,Siaga
Mahasiswa361,1.5526797048260876,41,1,Bermasalah
Mahasiswa362,2.5731528737694127,38,0,Siaga
Mahasiswa363,1.8330115619660665,89,0,Siaga
Mahasiswa364,2.1824671572637397,48,1,Bermasalah
Mahasiswa365,3.7658592351061007,61,1,Siaga
Mahasiswa366,1.544410551203097,37,0,Siaga
Mahasiswa367,3.844762255295657,22,0,Siaga
Mahasiswa368,3.621402567824255,21,1,Bermasalah
Mahasiswa369,0.7831645391571858,3,1,Bermasalah
Mahasiswa370,0.2774452035006618,48,1,Bermasalah
Mahasiswa371,0.4031120055097066,58,0,Siaga
Mahasiswa372,0.07288730260619891,72,0,Siaga
Mahasiswa373,0.3777718430237136,67,1,Bermasalah
Mahasiswa374,2.7320270936654274,70,0,Siaga
Mahasiswa375,0.28475459384091595,86,0,Siaga
Mahasiswa376,1.2759025211750452,1,1,Bermasalah
Mahasiswa377,3.3795012438778183,48,0,Siaga
Mahasiswa378,0.09308774294330346,87,1,Bermasalah
Mahasiswa379,3.257873930355743,94,1,Aman
Mahasiswa380,1.1274190990935997,30,0,Siaga
Mahasiswa381,0.472659310486625,39,0,Siaga
Mahasiswa382,2.7869486614566026,47,1,Bermasalah
Mahasiswa383,2.515771387119536,50,0,Siaga
Mahasiswa384,3.509888054108212,42,1,Bermasalah
Mahasiswa385,2.940284175215543,97,0,Siaga
Mahasiswa386,3.2139237215393943,54,0,Siaga
Mahasiswa387,1.128138290285226,87,0,Siaga
Mahasiswa388,0.7097581751188913,48,1,Bermasalah
Mahasiswa389,3.0024590065634333,89,0,Aman
Mahasiswa390,3.227338957069056,79,1,Aman
Mahasiswa391,3.962020568002693,56,1,Siaga
Mahasiswa392,1.650470707645706,76,1,Bermasalah
Mahasiswa393,1.4880723431711327,14,0,Siaga
Mahasiswa394,3.1056518429679874,26,1,Bermasalah
Mahasiswa395,1.3632141610120714,67,1,Bermasalah
Mahasiswa396,3.723029302414259,79,0,Aman
Mahasiswa397,3.433651007372047,63,1,Siaga
Mahasiswa398,1.7159761095000734,93,1,Bermasalah
Mahasiswa399,3.0034842711659895,29,0,Siaga
Mahasiswa400,3.0181714963387294,35,1,Bermasalah
Mahasiswa401,0.41249547534373043,66,0,Siaga
Mahasiswa402,3.6102116267182667,85,1,Aman
Mahasiswa403,2.0210094897914286,85,1,Bermasalah
Mahasiswa404,3.3058298644309665,48,0,Siaga
Mahasiswa405,1.280198404122447,75,1,Bermasalah
Mahasiswa406,3.582092913984802,54,1,Bermasalah
Mahasiswa407,1.5568067149366525,84,1,Bermasalah
Mahasiswa408,0.04335060592119344,55,0,Siaga
Mahasiswa409,3.6215279056770546,67,0,Siaga
Mahasiswa410,0.36514670714453423,94,0,Siaga
Mahasiswa411,1.2772545503616595,43,0,Siaga
Mahasiswa412,3.8002478682032197,30,0,Siaga
Mahasiswa413,3.8024285877502244,57,1,Siaga
Mahasiswa414,2.2937515524931444,86,0,Siaga
Mahasiswa415,2.527348848679197,52,0,Siaga
Mahasiswa416,1.793782087913279,83,0,Siaga
Mahasiswa417,1.1728430867922581,78,1,Bermasalah
Mahasiswa418,1.3146581814796638,22,1,Bermasalah
Mahasiswa419,2.6900738243081537,27,0,Siaga
Mahasiswa420,3.00949811775072,15,1,Bermasalah
Mahasiswa421,3.166316174903394,36,1,Bermasalah
Mahasiswa422,3.1584725711782156,20,1,Bermasalah
Mahasiswa423,0.36482441219476147,78,1,Bermasalah
Mahasiswa424,1.9776812188103259,16,0,Siaga
Mahasiswa425,0.23023504006657713,36,0,Siaga
Mahasiswa426,2.198115529294942,76,1,Bermasalah
Mahasiswa427,1.766122005493508,18,1,Bermasalah
Mahasiswa428,3.550816731033199,29,1,Bermasalah
Mahasiswa429,1.4036600502083147,44,1,Bermasalah
Mahasiswa430,0.46826806571042345,17,0,Siaga
Mahasiswa431,0.5719667282113434,77,1,Bermasalah
Mahasiswa432,3.046042526869889,61,0,Siaga
Mahasiswa433,2.4728722532650442,35,1,Bermasalah
Mahasiswa434,0.404490704491161,99,0,Siaga
Mahasiswa435,0.33642722445998974,83,1,Bermasalah
Mahasiswa436,2.80387652583648,51,0,Siaga
Mahasiswa437,0.2910520254567741,18,0,Siaga
Mahasiswa438,3.287440237161425,43,0,Siaga
Mahasiswa439,2.824968908625985,6,1,Bermasalah
Mahasiswa440,0.32539512256759906,43,0,Siaga
Mahasiswa441,0.33935085634076767,67,1,Bermasalah
Mahasiswa442,3.946558314004702,33,0,Siaga
Mahasiswa443,1.4970831830244813,65,0,Siaga
Mahasiswa444,1.4825685882675637,68,1,Bermasalah
Mahasiswa445,3.2511982690300103,54,0,Siaga
Mahasiswa446,3.788994309535435,9,1,Bermasalah
Mahasiswa447,3.9440042552914836,95,1,Aman
Mahasiswa448,3.0135127410357665,41,1,Bermasalah
Mahasiswa449,1.505038342123663,40,1,Bermasalah
Mahasiswa450,0.33400286679467506,76,0,Siaga
Mahasiswa451,3.108587663709747,68,0,Siaga
Mahasiswa452,2.23361699894322,9,1,Bermasalah
Mahasiswa453,1.6968880369879051,9,0,Siaga
Mahasiswa454,3.625417540378944,90,0,Aman
Mahasiswa455,0.44478992922460536,59,1,Bermasalah
Mahasiswa456,1.9705004171634366,50,0,Siaga
Mahasiswa457,0.045414579069676275,20,1,Bermasalah
Mahasiswa458,1.874642567976505,7,0,Siaga
Mahasiswa459,0.2252131027273494,64,0,Siaga
Mahasiswa460,0.4752716650722877,91,1,Bermasalah
Mahasiswa461,0.4701049871084195,77,0,Siaga
Mahasiswa462,2.5968412084642543,84,0,Siaga
Mahasiswa463,2.984179517061693,29,1,Bermasalah
Mahasiswa464,2.3334750603886385,84,0,Siaga
Mahasiswa465,3.8486901938981677,48,1,Bermasalah
Mahasiswa466,1.4994823180948162,8,0,Siaga
Mahasiswa467,1.142848345127443,16,1,Bermasalah
Mahasiswa468,3.474396512757841,68,1,Siaga
Mahasiswa469,0.8943833540778106,57,1,Bermasalah
Mahasiswa470,3.8528901577624453,56,1,Siaga
Mahasiswa471,0.048617898759265366,61,1,Bermasalah
Mahasiswa472,3.879515306830556,94,0,Aman
Mahasiswa473,0.17263964780230445,51,0,Siaga
Mahasiswa474,3.5645724547922844,60,1,Siaga
Mahasiswa475,2.1108044363451994,39,0,Siaga
Mahasiswa476,3.9718591844772013,37,1,Bermasalah
Mahasiswa477,0.29518625894159545,42,0,Siaga
Mahasiswa478,2.215417137605283,62,0,Siaga
Mahasiswa479,3.877210142476396,18,1,Bermasalah
Mahasiswa480,2.0923913766805953,99,1,Bermasalah
Mahasiswa481,2.51759455254105,49,0,Siaga
Mahasiswa482,2.7829947559384687,32,0,Siaga
Mahasiswa483,1.818164259071093,12,1,Bermasalah
Mahasiswa484,2.5102323203362538,77,0,Siaga
Mahasiswa485,2.337257247692401,96,0,Siaga
Mahasiswa486,3.604632041963956,61,1,Siaga
Mahasiswa487,0.18178552136583148,92,0,Siaga
Mahasiswa488,1.1238527583689213,42,1,Bermasalah
Mahasiswa489,3.801645936306235,48,1,Bermasalah
Mahasiswa490,3.5610551355636653,35,1,Bermasalah
Mahasiswa491,1.8226270111428517,9,0,Siaga
Mahasiswa492,2.480530391206147,94,0,Siaga
Mahasiswa493,1.1095247319245307,5,1,Bermasalah
Mahasiswa494,0.7524846388950452,56,1,Bermasalah
Mahasiswa495,1.8547936197599286,0,0,Siaga
Mahasiswa496,1.4134089121042113,70,0,Siaga
Mahasiswa497,2.3346244474034883,57,0,Siaga
Mahasiswa498,0.31093854785993935,90,1,Bermasalah
Mahasiswa499,3.897579230664666,20,1,Bermasalah
Mahasiswa500,3.9448429779184115,91,0,Aman
Mahasiswa501,2.7926468560789806,79,0,Siaga
Mahasiswa502,2.1443854653764816,55,0,Siaga
Mahasiswa503,1.238110465145311,86,1,Bermasalah
Mahasiswa504,3.2551800788277947,19,1,Bermasalah
Mahasiswa505,2.738924690215517,53,0,Siaga
Mahasiswa506,0.6504677573795652,24,0,Siaga
Mahasiswa507,3.64370873797537,27,1,Bermasalah
