Nama,IPK,Skor_Psikologi,Finansial,Status
Mahasiswa116,3.8170531620662267,100,0,Aman
Mahasiswa117,3.660890028539192,83,0,Aman
Mahasiswa118,2.494041137662171,77,0,Siaga
Mahasiswa119,3.607130486159139,100,0,Aman
Mahasiswa120,3.1851015540654055,58,1,Siaga
Mahasiswa121,3.8654252008638146,58,1,Siaga
Mahasiswa122,3.747018490929292,71,1,Aman
Mahasiswa123,2.8255218111546245,57,0,Bermasalah
Mahasiswa124,2.193787721849371,72,1,Bermasalah
Mahasiswa125,2.3186293513277527,90,0,Siaga
Mahasiswa126,2.823652333011833,77,0,Siaga
Mahasiswa127,3.740849928612514,85,0,Aman
Mahasiswa128,3.6376435182795337,67,0,Siaga
Mahasiswa129,1.9538703951617329,74,1,Bermasalah
Mahasiswa130,3.0808485483844503,86,1,Aman
Mahasiswa131,2.835128017971415,60,1,Siaga
Mahasiswa132,2.5026779161901347,96,0,Siaga
Mahasiswa133,2.2635136887431995,86,1,Bermasalah
Mahasiswa134,2.7231928747624132,77,1,Aman
Mahasiswa135,3.842589289244084,59,0,Siaga
Mahasiswa136,2.66957895824455,90,1,Siaga
Mahasiswa137,2.944843942917139,92,0,Siaga
Mahasiswa138,3.5348812800406946,80,1,Aman
Mahasiswa139,2.6638317330768566,99,1,Siaga
Mahasiswa140,4.05644891419686,73,1,Aman
Mahasiswa141,3.901533893785936,73,0,Aman
Mahasiswa142,2.5237644927264604,57,1,Siaga
Mahasiswa143,2.945000556695701,76,1,Siaga
Mahasiswa144,2.5001570765167362,82,1,Siaga
Mahasiswa145,2.395204949994405,87,1,Bermasalah
Mahasiswa146,1.9682414788498197,74,0,Siaga
Mahasiswa147,3.1867377826382013,74,0,Aman
Mahasiswa148,3.0265459643406114,82,1,Aman
Mahasiswa149,2.2039954338283048,61,1,Bermasalah
Mahasiswa150,2.5127171824935384,91,1,Siaga
Mahasiswa151,3.72833569550659,84,0,Bermasalah
Mahasiswa152,2.3348523027336734,73,1,Bermasalah
Mahasiswa153,2.3377961059728567,56,1,Bermasalah
Mahasiswa154,3.1172249720880605,71,0,Aman
Mahasiswa155,4.0979339350168305,97,0,Aman
Mahasiswa156,2.555103817837725,85,0,Siaga
Mahasiswa157,3.408125426538517,83,1,Aman
Mahasiswa158,3.6930016086283692,85,0,Aman
Mahasiswa159,2.5084832341264804,66,0,Aman
Mahasiswa160,3.5210456648261363,83,1,Aman
Mahasiswa161,2.703487879253306,91,0,Siaga
Mahasiswa162,3.128407324101683,100,1,Aman
Mahasiswa163,3.198674531471832,65,1,Siaga
Mahasiswa164,3.0706334642960518,98,0,Aman
Mahasiswa165,2.186658077358947,74,1,Bermasalah
Mahasiswa166,3.8632335766640153,60,0,Siaga
Mahasiswa167,2.6496878467025784,76,0,Siaga
Mahasiswa168,2.490921365202273,96,0,Siaga
Mahasiswa169,2.0380425589518962,65,1,Bermasalah
Mahasiswa170,3.1506182977999604,74,0,Aman
Mahasiswa171,3.22222795996222,100,1,Aman
Mahasiswa172,1.958942856568055,61,1,Aman
Mahasiswa173,3.0768842557349374,49,1,Bermasalah
Mahasiswa174,2.4537475684352894,77,0,Siaga
Mahasiswa175,3.3846394428086235,80,1,Aman
Mahasiswa176,2.366858252844488,81,1,Bermasalah
Mahasiswa177,3.3466301030411576,91,0,Aman
Mahasiswa178,2.988300378979771,60,0,Aman
Mahasiswa179,3.864069620602164,91,1,Aman
Mahasiswa180,2.391341985262517,76,1,Bermasalah
Mahasiswa181,2.6420117814460493,53,0,Siaga
Mahasiswa182,2.2979069904195346,92,1,Bermasalah
Mahasiswa183,3.942188802472294,62,1,Siaga
Mahasiswa184,3.77552790381952,66,1,Siaga
Mahasiswa185,2.280434963160651,84,1,Siaga
Mahasiswa186,3.3217933381539693,77,0,Aman
Mahasiswa187,3.757490405178429,70,1,Aman
Mahasiswa188,3.163149706501698,69,0,Siaga
Mahasiswa189,3.1038850442349375,63,1,Siaga
Mahasiswa190,2.3114788884051514,44,0,Siaga
Mahasiswa191,2.1141600285442927,60,1,Bermasalah
Mahasiswa192,3.835567279021798,70,0,Bermasalah
Mahasiswa193,3.8418744420053503,83,1,Aman
Mahasiswa194,3.3876695925598264,54,0,Siaga
Mahasiswa195,2.663572906582792,67,1,Siaga
Mahasiswa196,2.739001557892703,97,1,Siaga
Mahasiswa197,3.453548781933608,59,0,Siaga
Mahasiswa198,3.6955262462549987,76,0,Aman
Mahasiswa199,3.54859371542076,73,0,Aman
Mahasiswa200,3.6028520609282553,58,0,Siaga
Mahasiswa201,3.3014580131498565,68,0,Siaga
Mahasiswa202,2.1064624257800806,75,1,Bermasalah
Mahasiswa203,2.161340122537641,43,0,Siaga
Mahasiswa204,3.8600823284950323,79,0,Aman
Mahasiswa205,3.186266111899625,91,1,Aman
Mahasiswa206,2.0740815754700734,63,0,Siaga
Mahasiswa207,2.3893479387732404,49,0,Siaga
Mahasiswa208,3.112860450184141,61,0,Siaga
Mahasiswa209,1.940163086822201,91,1,Bermasalah
Mahasiswa210,2.300678541503806,78,0,Siaga
Mahasiswa211,3.2429501961478375,64,1,Siaga
Mahasiswa212,3.220150093464738,67,1,Siaga
Mahasiswa213,3.4975086215732616,81,0,Siaga
Mahasiswa214,2.4621242090777486,75,1,Bermasalah
Mahasiswa215,3.414758376521686,61,0,Siaga
Mahasiswa216,2.4546921986717094,50,0,Siaga
Mahasiswa217,2.6071730931005326,87,0,Bermasalah
Mahasiswa218,3.597794486162964,58,0,Siaga
Mahasiswa219,3.1924137226861853,79,0,Aman
Mahasiswa220,3.7329882391527414,76,1,Aman
Mahasiswa221,3.2768076180299888,70,1,Aman
Mahasiswa222,3.0604038618195335,61,1,Siaga
Mahasiswa223,2.4459470532245744,70,1,Bermasalah
Mahasiswa224,2.7773366795942134,76,0,Siaga
Mahasiswa225,2.5917312898295655,92,0,Siaga
Mahasiswa226,2.601756964825033,60,1,Siaga
Mahasiswa227,3.8038861149730367,83,0,Aman
Mahasiswa228,2.961424640245724,67,1,Siaga
Mahasiswa229,3.533197392504719,85,1,Aman
Mahasiswa230,3.1854006109906736,58,1,Siaga
Mahasiswa231,3.5437194397654066,54,1,Bermasalah
Mahasiswa232,3.0634465227074346,58,0,Siaga
Mahasiswa233,3.1756795958668667,56,0,Siaga
Mahasiswa234,2.968353913567889,60,1,Siaga
Mahasiswa235,2.3892862411333167,97,1,Bermasalah
Mahasiswa236,3.347101928170754,95,1,Aman
Mahasiswa237,2.411821485433294,100,1,Bermasalah
Mahasiswa238,2.121283095096514,60,1,Bermasalah
Mahasiswa239,3.3603152030679544,85,0,Aman
Mahasiswa240,2.512670796329804,54,1,Bermasalah
Mahasiswa241,3.8019154590243076,93,1,Aman
Mahasiswa242,3.977138675035267,78,0,Aman
Mahasiswa243,3.801358107604424,83,0,Aman
Mahasiswa244,2.8593648990302367,86,0,Siaga
Mahasiswa245,2.133109510725549,62,0,Siaga
Mahasiswa246,3.877758065097896,101,0,Aman
Mahasiswa247,2.82241528096803,83,0,Siaga
Mahasiswa248,4.029402855948165,74,0,Aman
Mahasiswa249,3.9919304065041623,56,0,Siaga
Mahasiswa250,3.6375748707261018,45,0,Siaga
Mahasiswa251,2.4561179167912286,51,1,Bermasalah
Mahasiswa252,2.741342167135671,55,0,Aman
Mahasiswa253,3.853814724568535,96,1,Siaga
Mahasiswa254,2.7484927261858587,75,1,Siaga
Mahasiswa255,2.2277527464051268,79,1,Bermasalah
Mahasiswa256,2.9968267833267084,73,1,Siaga
Mahasiswa257,3.9997779332895105,76,1,Aman
Mahasiswa258,3.2784960028741628,66,1,Siaga
Mahasiswa259,3.1910518725429307,102,1,Aman
Mahasiswa260,2.1327458660079044,94,1,Bermasalah
Mahasiswa261,3.3917189458505077,93,0,Aman
Mahasiswa262,3.9030652202947387,97,1,Aman
Mahasiswa263,2.3945041834936305,71,1,Bermasalah
Mahasiswa264,3.05514517013351,84,1,Aman
Mahasiswa265,3.77996562927934,93,1,Aman
Mahasiswa266,3.2845063773732686,61,0,Siaga
Mahasiswa267,3.173740146669964,72,1,Aman
Mahasiswa268,3.3829115739474873,59,0,Siaga
Mahasiswa269,2.7436729087811713,75,0,Siaga
Mahasiswa270,2.4746639057552144,55,1,Bermasalah
Mahasiswa271,3.509852969909393,90,1,Aman
Mahasiswa272,3.6763740523409747,70,0,Bermasalah
Mahasiswa273,3.7904300852059203,84,1,Aman
Mahasiswa274,3.81270699907415,90,1,Aman
Mahasiswa275,3.100704969840483,75,0,Aman
Mahasiswa276,2.8856123598023844,92,0,Siaga
Mahasiswa277,3.5609968662248535,67,1,Siaga
Mahasiswa278,3.4647156221338977,78,1,Aman
Mahasiswa279,3.4107659675093887,87,1,Aman
Mahasiswa280,3.604216590330902,98,0,Aman
Mahasiswa281,4.010605342231907,86,1,Aman
Mahasiswa282,2.5360560971181947,79,0,Siaga
Mahasiswa283,2.830808941944099,63,0,Aman
Mahasiswa284,2.354362507662548,54,1,Bermasalah
Mahasiswa285,3.1240744893424934,55,0,Siaga
Mahasiswa286,2.157847626278969,75,1,Bermasalah
Mahasiswa287,2.8329940865438297,89,1,Siaga
Mahasiswa288,3.016616029858418,59,0,Siaga
Mahasiswa289,2.611579145861332,83,1,Siaga
Mahasiswa290,3.2615231884490807,100,0,Aman
Mahasiswa291,2.1730941511187236,88,0,Siaga
Mahasiswa292,2.231659236192378,62,1,Bermasalah
Mahasiswa293,3.6384564654637983,95,1,Aman
Mahasiswa294,2.839742458339785,91,1,Siaga
Mahasiswa295,2.2198905409588545,93,1,Bermasalah
Mahasiswa296,3.1346956512684354,100,0,Aman
Mahasiswa297,3.56073598598244,62,0,Siaga
Mahasiswa298,2.4762098457018786,60,0,Siaga
Mahasiswa299,3.288131739040204,95,1,Aman
Mahasiswa300,2.0102244290077547,87,0,Siaga
Mahasiswa301,1.9909512564511382,48,0,Siaga
Mahasiswa302,3.072963407118048,83,1,Aman
Mahasiswa303,2.912542335256096,54,1,Bermasalah
Mahasiswa304,3.3579809133163887,93,1,Aman
Mahasiswa305,3.539338264074137,59,0,Siaga
Mahasiswa306,3.984421214212848,90,1,Aman
Mahasiswa307,2.9204872953265983,103,0,Siaga
Mahasiswa308,2.7839268397693435,62,0,Aman
Mahasiswa309,3.7940934535092428,90,0,Aman
Mahasiswa310,2.5563721852687458,66,0,Aman
Mahasiswa311,2.9289963792563958,93,0,Siaga
Mahasiswa312,2.177086628164136,62,1,Bermasalah
Mahasiswa313,2.103738405730795,59,0,Siaga
Mahasiswa314,3.9133409536932104,76,1,Aman
Mahasiswa315,3.668503817040031,65,0,Siaga
Mahasiswa316,3.4825201722371326,101,0,Aman
Mahasiswa317,3.052468305018184,61,1,Siaga
Mahasiswa318,2.2065815167015175,64,0,Siaga
Mahasiswa319,2.302492836901876,50,0,Siaga
Mahasiswa320,2.382439747805982,81,1,Bermasalah
Mahasiswa321,3.257655819269849,65,1,Siaga
Mahasiswa322,3.3704180484681348,61,0,Siaga
Mahasiswa323,3.1760746740568835,86,0,Aman
Mahasiswa324,2.6236864937767432,83,0,Siaga
Mahasiswa325,4.0841616728006995,76,1,Aman
Mahasiswa326,3.542153620247613,75,0,Aman
Mahasiswa327,3.129187892750993,57,1,Siaga
Mahasiswa328,3.2643555847463035,84,1,Aman
Mahasiswa329,2.9806841911381357,81,0,Siaga
Mahasiswa330,2.4080420520009,88,1,Bermasalah
Mahasiswa331,2.700760646893892,50,0,Siaga
Mahasiswa332,3.470423206077785,55,0,Siaga
Mahasiswa333,1.9120004465303406,69,1,Bermasalah
Mahasiswa334,2.1993077550721525,90,1,Aman
Mahasiswa335,2.2027773936417505,83,1,Bermasalah
Mahasiswa336,2.1381178194772126,76,1,Bermasalah
Mahasiswa337,3.7753522180328343,93,1,Aman
Mahasiswa338,3.421963279925379,65,1,Siaga
Mahasiswa339,3.000680036447509,53,0,Siaga
Mahasiswa340,2.1156092870671928,73,0,Bermasalah
Mahasiswa341,2.9522807616409414,94,0,Siaga
Mahasiswa342,2.9661439652579986,92,1,Siaga
Mahasiswa343,2.3741553257082195,98,1,Bermasalah
Mahasiswa344,2.899722083968133,71,1,Siaga
Mahasiswa345,2.783175940593109,75,0,Siaga
Mahasiswa346,3.1939578559914,93,0,Aman
Mahasiswa347,3.5859644300397173,67,1,Siaga
Mahasiswa348,2.181286746837329,62,1,Bermasalah
Mahasiswa349,2.790539976848205,55,1,Siaga
Mahasiswa350,3.2283989816078336,84,1,Aman
Mahasiswa351,2.9611506344657874,92,0,Aman
Mahasiswa352,3.699899623003949,50,0,Aman
Mahasiswa353,3.3466701475965586,93,0,Aman
Mahasiswa354,2.1378252997565514,77,1,Bermasalah
Mahasiswa355,1.984198535263391,78,0,Siaga
Mahasiswa356,3.2211503175187355,68,1,Siaga
Mahasiswa357,2.073736564761101,99,1,Bermasalah
Mahasiswa358,3.1476238478317415,79,1,Aman
Mahasiswa359,4.028272605459863,73,0,Aman
Mahasiswa360,3.002708677052181,78,0,Aman
Mahasiswa361,2.701205305452707,95,1,Siaga
Mahasiswa362,3.4385856109838167,88,0,Aman
Mahasiswa363,2.929617713450548,86,1,Siaga
Mahasiswa364,3.1797178369119856,71,1,Aman
Mahasiswa365,4.088054311879997,97,1,Aman
Mahasiswa366,2.702824833811366,85,0,Siaga
Mahasiswa367,3.9124496938686253,65,0,Siaga
Mahasiswa368,3.78345859381904,73,1,Aman
Mahasiswa369,2.1961229691302653,60,0,Siaga
Mahasiswa370,2.107682921374734,100,0,Siaga
Mahasiswa371,2.28966222149292,57,0,Siaga
Mahasiswa372,2.090502605484324,53,0,Siaga
Mahasiswa373,2.250794238450658,55,1,Bermasalah
Mahasiswa374,3.328462648768764,72,0,Aman
Mahasiswa375,2.0767675733198936,51,1,Bermasalah
Mahasiswa376,2.7648768277773845,95,1,Siaga
Mahasiswa377,3.6400189073031424,78,0,Aman
Mahasiswa378,2.0759520753509735,85,1,Bermasalah
Mahasiswa379,3.645270433245625,82,1,Aman
Mahasiswa380,2.709881251172512,96,0,Siaga
Mahasiswa381,2.3334708910105486,86,1,Bermasalah
Mahasiswa382,3.263948468661589,97,1,Aman
Mahasiswa383,3.139130376882264,88,0,Aman
Mahasiswa384,3.8128350088610192,96,0,Aman
Mahasiswa385,3.4637083228698553,100,0,Aman
Mahasiswa386,3.561444682374321,89,0,Aman
Mahasiswa387,2.66563193354206,81,0,Siaga
Mahasiswa388,2.3736250257683364,68,1,Bermasalah
Mahasiswa389,3.506475241970661,95,1,Aman
Mahasiswa390,3.691652342610033,75,0,Aman
Mahasiswa391,3.94349938450699,66,0,Siaga
Mahasiswa392,2.9820872523701083,90,1,Siaga
Mahasiswa393,2.6652314092622658,62,0,Aman
Mahasiswa394,3.6185188281182024,66,0,Siaga
Mahasiswa395,2.8249903643720202,76,1,Siaga
Mahasiswa396,3.7237851022799195,51,1,Aman
Mahasiswa397,3.6824919861007785,64,1,Siaga
Mahasiswa398,2.9722087940385924,77,0,Siaga
Mahasiswa399,3.617466590356097,91,1,Aman
Mahasiswa400,3.4919361881305404,80,0,Aman
Mahasiswa401,2.1327806283041792,92,1,Bermasalah
Mahasiswa402,3.900699395592209,50,0,Siaga
Mahasiswa403,3.1288596551538745,70,0,Aman
Mahasiswa404,3.536448597364244,98,0,Aman
Mahasiswa405,2.5197078371645856,69,1,Siaga
Mahasiswa406,3.813572125190761,102,1,Aman
Mahasiswa407,2.8413394208112153,92,1,Siaga
Mahasiswa408,1.9917683944375912,96,0,Siaga
Mahasiswa409,3.878693334836762,63,1,Siaga
Mahasiswa410,2.111559692888529,69,1,Bermasalah
Mahasiswa411,2.4271579152734564,51,0,Siaga
Mahasiswa412,3.8577338268683503,81,0,Bermasalah
Mahasiswa413,3.9075375085264223,96,1,Aman
Mahasiswa414,3.1192917802569267,81,1,Aman
Mahasiswa415,3.14781409797365,70,1,Aman
Mahasiswa416,2.7153261463687577,70,0,Siaga
Mahasiswa417,2.5350126629593395,63,1,Siaga
Mahasiswa418,2.7470946679048063,74,0,Siaga
Mahasiswa419,3.4706566560954455,81,0,Aman
Mahasiswa420,3.6235203972892056,57,1,Siaga
Mahasiswa421,3.5015671339368417,86,1,Aman
Mahasiswa422,3.463865653226071,65,0,Siaga
Mahasiswa423,2.23207566759537,71,0,Siaga
Mahasiswa424,3.0523506105649556,65,1,Aman
Mahasiswa425,2.1551344805533383,101,1,Bermasalah
Mahasiswa426,2.8976514372236943,86,1,Siaga
Mahasiswa427,2.7963725442584075,60,0,Aman
Mahasiswa428,3.7724394864880018,65,0,Siaga
Mahasiswa429,2.7505518445672,84,1,Siaga
Mahasiswa430,2.3108647691154607,97,0,Siaga
Mahasiswa431,2.300408716333876,73,0,Siaga
Mahasiswa432,3.556099644088768,63,1,Siaga
Mahasiswa433,3.2449226724686326,86,0,Aman
Mahasiswa434,2.270807289667429,84,1,Bermasalah
Mahasiswa435,2.199500177379086,68,1,Bermasalah
Mahasiswa436,3.408512028922969,65,0,Siaga
Mahasiswa437,2.118689132814649,94,0,Siaga
Mahasiswa438,3.6518492610849607,91,1,Aman
Mahasiswa439,3.4609435921969203,57,0,Siaga
Mahasiswa440,2.1894451001736055,94,1,Bermasalah
Mahasiswa441,2.207758070004909,54,0,Siaga
Mahasiswa442,4.1075513431374695,88,0,Aman
Mahasiswa443,2.7750579837868994,51,0,Siaga
Mahasiswa444,2.6763844420864658,56,1,Siaga
Mahasiswa445,3.713959813114422,65,0,Siaga
Mahasiswa446,3.7578773210008256,85,1,Aman
Mahasiswa447,3.863860789571813,94,1,Aman
Mahasiswa448,3.54034109698989,89,1,Aman
Mahasiswa449,2.8041588378404896,63,0,Aman
Mahasiswa450,2.042496311046938,84,1,Bermasalah
Mahasiswa451,3.5160120837561983,55,1,Siaga
Mahasiswa452,3.056200116249644,60,0,Siaga
Mahasiswa453,2.799776386205793,59,1,Siaga
Mahasiswa454,3.9070685478167664,90,1,Aman
Mahasiswa455,2.2930455109670276,72,0,Siaga
Mahasiswa456,2.9833379905963477,105,1,Siaga
Mahasiswa457,1.9681110968233455,73,0,Siaga
Mahasiswa458,2.802356316966238,57,1,Siaga
Mahasiswa459,2.2546250452418697,50,1,Bermasalah
Mahasiswa460,2.2968472225646357,78,0,Siaga
Mahasiswa461,2.1643855831468954,103,1,Bermasalah
Mahasiswa462,3.3703805539946163,88,1,Aman
Mahasiswa463,3.485067396473384,63,1,Siaga
Mahasiswa464,3.1380265797080846,70,0,Aman
Mahasiswa465,3.9678662497780444,84,0,Aman
Mahasiswa466,2.675591334056136,69,0,Aman
Mahasiswa467,2.5370485206127102,98,0,Siaga
Mahasiswa468,3.749344362798875,62,0,Siaga
Mahasiswa469,2.3972465577503836,66,1,Bermasalah
Mahasiswa470,3.9933535999079752,57,0,Siaga
Mahasiswa471,2.211215599747459,77,0,Siaga
Mahasiswa472,3.864327840154564,88,0,Aman
Mahasiswa473,1.9198072942707478,91,1,Bermasalah
Mahasiswa474,3.582112210648516,90,1,Aman
Mahasiswa475,3.0403554040231016,68,0,Siaga
Mahasiswa476,3.9196131332259827,86,1,Aman
Mahasiswa477,2.1683791795775056,96,1,Bermasalah
Mahasiswa478,3.1209683360052516,81,1,Aman
Mahasiswa479,3.7782833865767884,62,1,Siaga
Mahasiswa480,2.864707305392157,63,0,Aman
Mahasiswa481,3.2883906003051346,86,0,Aman
Mahasiswa482,3.40504026144123,83,1,Aman
Mahasiswa483,2.866500329698891,89,1,Siaga
Mahasiswa484,3.0894018016548963,98,1,Bermasalah
Mahasiswa485,3.2157677501226996,87,1,Aman
Mahasiswa486,3.9295059755243726,98,0,Aman
Mahasiswa487,2.118691004704808,61,1,Bermasalah
Mahasiswa488,2.477178990127954,81,0,Siaga
Mahasiswa489,3.9052781847102325,57,1,Siaga
Mahasiswa490,3.6439161596884637,52,0,Siaga
Mahasiswa491,3.0171095769553054,53,1,Bermasalah
Mahasiswa492,3.248449629056027,77,0,Aman
Mahasiswa493,2.377946674786942,74,0,Siaga
Mahasiswa494,2.346174883403154,76,0,Aman
Mahasiswa495,2.973726960903387,65,1,Siaga
Mahasiswa496,2.6733996939545532,94,0,Siaga
Mahasiswa497,3.139722651557727,65,1,Siaga
Mahasiswa498,2.0330290532252424,69,0,Siaga
Mahasiswa499,4.005443714040498,88,0,Aman
Mahasiswa500,3.907574568957292,72,1,Aman
Mahasiswa501,3.180678890338987,74,0,Aman
Mahasiswa502,3.0350669956212015,51,1,Bermasalah
Mahasiswa503,2.7171702041296912,72,1,Aman
Mahasiswa504,3.5888970947539027,73,1,Aman
Mahasiswa505,3.5432608436201107,100,1,Aman
Mahasiswa506,2.368130673544634,51,0,Siaga
Mahasiswa507,3.8557301852157218,81,0,Aman
Mahasiswa508,3.632234659254577,66,1,Siaga
Mahasiswa509,3.892771205807419,80,0,Aman
Mahasiswa510,3.4250966532647698,49,0,Siaga
Mahasiswa511,3.196603452663327,96,1,Aman
Mahasiswa512,2.8895727887879525,55,0,Aman
Mahasiswa513,3.77187384372897,91,1,Aman
Mahasiswa514,3.624538396128391,70,0,Aman
Mahasiswa515,1.978117835124841,85,0,Siaga
Mahasiswa516,2.25729940376222,92,1,Bermasalah
Mahasiswa517,2.805961023923157,93,0,Siaga
Mahasiswa518,3.65155588173168,48,0,Siaga
Mahasiswa519,3.868800791600546,74,1,Aman
Mahasiswa520,2.363168012274539,91,0,Siaga
Mahasiswa521,3.1766042960589376,87,1,Aman
Mahasiswa522,2.783198607375218,93,0,Siaga
Mahasiswa523,3.842166764042851,69,1,Bermasalah
Mahasiswa524,3.700264732013175,91,1,Aman
Mahasiswa525,3.6342740556016273,90,1,Aman
