Nama,IPK,Skor_Psikologi,Finansial,Status
Mahasiswa105,3.8151329478521863,67,0,Siaga
Mahasiswa106,2.49858445829775,79,1,Bermasalah
Mahasiswa107,2.8207658460712595,64,0,Aman
Mahasiswa108,3.5111022770860973,76,0,Aman
Mahasiswa109,2.457596330983245,100,1,Bermasalah
Mahasiswa110,2.1539598196575858,83,1,Bermasalah
Mahasiswa111,2.5795029058275363,87,1,Siaga
Mahasiswa112,2.322442574508009,82,1,Bermasalah
Mahasiswa113,3.859395304685146,73,0,Aman
Mahasiswa114,3.616240759128834,64,1,Siaga
Mahasiswa115,3.266807513020847,79,1,Aman
Mahasiswa116,3.7429211803754354,91,1,Aman
Mahasiswa117,3.6073441537982287,100,0,Aman
Mahasiswa118,2.3731401177720715,66,0,Siaga
Mahasiswa119,3.7851179969799555,54,1,Bermasalah
Mahasiswa120,3.078684483831301,78,0,Aman
Mahasiswa121,3.6148803103281253,53,1,Bermasalah
Mahasiswa122,3.7921825998469867,59,0,Siaga
Mahasiswa123,2.6360069499437278,66,0,Aman
Mahasiswa124,2.2201038490553535,59,0,Siaga
Mahasiswa125,2.4558703250838834,66,0,Siaga
Mahasiswa126,2.8542155772525124,69,1,Siaga
Mahasiswa127,3.6360295318449865,73,1,Aman
Mahasiswa128,3.721461166512687,54,1,Bermasalah
Mahasiswa129,2.0139042610623816,83,0,Siaga
Mahasiswa130,3.0214946051551315,55,1,Siaga
Mahasiswa131,2.834822006297558,51,1,Bermasalah
Mahasiswa132,2.4442156209414607,62,1,Bermasalah
Mahasiswa133,2.239730734667366,92,0,Siaga
Mahasiswa134,2.675230342807256,92,0,Siaga
Mahasiswa135,3.8858194078250383,97,0,Aman
Mahasiswa136,2.6464058640415105,60,1,Siaga
Mahasiswa137,3.0375812434867324,100,1,Aman
Mahasiswa138,3.4060379177903557,96,1,Aman
Mahasiswa139,2.727259204758588,72,0,Siaga
Mahasiswa140,3.9435641654419213,65,0,Siaga
Mahasiswa141,3.9248945898842225,80,1,Aman
Mahasiswa142,2.5035645916507283,60,0,Aman
Mahasiswa143,2.994497011784771,65,0,Aman
Mahasiswa144,2.601756619633539,57,0,Aman
Mahasiswa145,2.5696809887549352,53,0,Siaga
Mahasiswa146,2.0737738947090656,89,1,Bermasalah
Mahasiswa147,3.2191286679597937,53,0,Siaga
Mahasiswa148,3.005358046457723,74,0,Aman
Mahasiswa149,2.1029575024999785,52,0,Siaga
Mahasiswa150,2.557292928473223,81,0,Siaga
Mahasiswa151,3.8165317719333074,52,1,Bermasalah
Mahasiswa152,2.4791237813339446,76,1,Bermasalah
Mahasiswa153,2.289789744182446,78,0,Siaga
Mahasiswa154,2.9789055205551263,81,0,Siaga
Mahasiswa155,3.9713009082212016,99,0,Aman
Mahasiswa156,2.484110543023001,100,0,Siaga
Mahasiswa157,3.344271094811757,68,0,Siaga
Mahasiswa158,3.523239230657435,70,0,Aman
Mahasiswa159,2.4752750879847993,54,1,Bermasalah
Mahasiswa160,3.456432697223719,67,0,Siaga
Mahasiswa161,2.7355662654385062,77,1,Siaga
Mahasiswa162,3.2646116611871587,91,1,Aman
Mahasiswa163,3.2670594215217896,71,0,Aman
Mahasiswa164,3.071549368149517,70,1,Aman
Mahasiswa165,2.1805795401088166,55,1,Bermasalah
Mahasiswa166,3.670604991178476,50,1,Bermasalah
Mahasiswa167,2.6415601299434717,54,1,Bermasalah
Mahasiswa168,2.3730370207997087,90,1,Bermasalah
Mahasiswa169,2.081550283109528,61,1,Bermasalah
Mahasiswa170,3.181785886376484,75,0,Aman
Mahasiswa171,3.355128723684565,95,1,Aman
Mahasiswa172,2.033175657855712,83,1,Bermasalah
Mahasiswa173,3.024186116598562,98,1,Aman
Mahasiswa174,2.452991550395876,63,0,Siaga
Mahasiswa175,3.2903455808189,75,1,Aman
Mahasiswa176,2.348732858009983,94,0,Siaga
Mahasiswa177,3.381875476204932,76,1,Aman
Mahasiswa178,2.773470692601075,58,0,Aman
Mahasiswa179,3.873459977473469,75,0,Aman
Mahasiswa180,2.2750418882919865,96,1,Bermasalah
Mahasiswa181,2.682132702100517,71,1,Siaga
Mahasiswa182,2.226947042481178,96,0,Siaga
Mahasiswa183,3.8493872365571256,79,1,Aman
Mahasiswa184,3.754678706761962,92,0,Aman
Mahasiswa185,2.515883255430311,97,0,Siaga
Mahasiswa186,3.319968092068358,66,0,Siaga
Mahasiswa187,3.6344444004024314,75,0,Aman
Mahasiswa188,3.110401623198925,85,0,Aman
Mahasiswa189,3.0593011567120127,50,1,Bermasalah
Mahasiswa190,2.4837045818009034,57,0,Siaga
Mahasiswa191,2.1862055356117986,98,0,Siaga
Mahasiswa192,3.7944315159066537,84,1,Aman
Mahasiswa193,3.800836114326661,64,0,Siaga
Mahasiswa194,3.266202914546536,96,1,Aman
Mahasiswa195,2.6780595820974016,71,1,Siaga
Mahasiswa196,2.698419149225322,63,1,Siaga
Mahasiswa197,3.451911357740479,75,0,Aman
Mahasiswa198,3.794220519905154,77,0,Aman
Mahasiswa199,3.7741728485302346,72,0,Aman
Mahasiswa200,3.5597510917152477,63,1,Siaga
Mahasiswa201,3.2840632923085753,73,0,Aman
Mahasiswa202,2.1682799299900974,51,1,Bermasalah
Mahasiswa203,2.3232574281892275,94,0,Siaga
Mahasiswa204,3.7971083770541583,75,1,Aman
Mahasiswa205,3.21285811931918,63,0,Siaga
Mahasiswa206,2.018394103233259,100,0,Siaga
Mahasiswa207,2.2029430857320644,56,0,Siaga
Mahasiswa208,3.3270035382161116,52,1,Bermasalah
Mahasiswa209,2.0101231676924374,96,1,Bermasalah
Mahasiswa210,2.321616102834997,72,0,Siaga
Mahasiswa211,3.0974675787331725,95,0,Aman
Mahasiswa212,3.3837903953853865,92,1,Aman
Mahasiswa213,3.303922519005201,96,1,Aman
Mahasiswa214,2.44853861892112,94,1,Bermasalah
Mahasiswa215,3.4243584426950715,67,0,Siaga
Mahasiswa216,2.4744981749936,87,1,Bermasalah
Mahasiswa217,2.6507993963185355,84,0,Siaga
Mahasiswa218,3.4929828102360485,100,1,Aman
Mahasiswa219,3.2992657980944293,64,0,Siaga
Mahasiswa220,3.698446820988356,74,1,Aman
Mahasiswa221,3.3152257846006865,86,1,Aman
Mahasiswa222,3.1366172066709432,77,1,Aman
Mahasiswa223,2.187349535656185,59,1,Bermasalah
Mahasiswa224,2.7354316061188673,88,1,Siaga
Mahasiswa225,2.530404735363451,66,0,Aman
Mahasiswa226,2.487979286758167,88,1,Bermasalah
Mahasiswa227,3.9460211095048914,71,1,Aman
Mahasiswa228,2.786195449333521,75,1,Siaga
Mahasiswa229,3.7840931103542266,93,0,Aman
Mahasiswa230,3.262277251994526,74,1,Aman
Mahasiswa231,3.589622607083297,66,0,Siaga
Mahasiswa232,3.005274186210384,62,1,Siaga
Mahasiswa233,3.153807769252718,69,1,Siaga
Mahasiswa234,2.985035387637728,74,0,Siaga
Mahasiswa235,2.390485975596089,53,1,Bermasalah
Mahasiswa236,3.4449042305230106,59,0,Siaga
Mahasiswa237,2.5615447248817116,52,0,Siaga
Mahasiswa238,2.0486319328629077,90,1,Bermasalah
Mahasiswa239,3.290944591814336,94,0,Aman
Mahasiswa240,2.354221358814098,67,1,Bermasalah
Mahasiswa241,3.8809171687058286,96,1,Aman
Mahasiswa242,3.9078571540051747,85,0,Aman
Mahasiswa243,3.829728780440897,96,0,Aman
Mahasiswa244,2.7403174005108886,71,0,Siaga
Mahasiswa245,2.030913233057735,83,0,Siaga
Mahasiswa246,3.8566371251754505,96,1,Aman
Mahasiswa247,2.8563682966346287,57,1,Siaga
Mahasiswa248,3.933309638087339,89,0,Aman
Mahasiswa249,3.9272399541785057,98,1,Aman
Mahasiswa250,3.70601891093472,93,1,Aman
Mahasiswa251,2.5888977841391716,68,1,Siaga
Mahasiswa252,2.7701954572038505,91,1,Siaga
Mahasiswa253,3.702273343033714,90,0,Aman
Mahasiswa254,2.633844010312555,86,0,Siaga
Mahasiswa255,2.338985493372185,55,1,Bermasalah
Mahasiswa256,3.1136025249167005,75,0,Aman
Mahasiswa257,3.872309548321562,83,0,Aman
Mahasiswa258,3.392059593349946,94,0,Aman
Mahasiswa259,3.14012234017873,55,1,Siaga
Mahasiswa260,2.194352987541537,86,1,Bermasalah
Mahasiswa261,3.2300144533983395,82,1,Aman
Mahasiswa262,3.9801077002085266,71,0,Aman
Mahasiswa263,2.280168030473048,70,1,Bermasalah
Mahasiswa264,3.0366593047274737,55,1,Siaga
Mahasiswa265,3.754746143855911,55,0,Siaga
Mahasiswa266,3.4815372355084087,97,1,Aman
Mahasiswa267,3.394031481990536,53,1,Bermasalah
Mahasiswa268,3.4049681679742188,79,0,Aman
Mahasiswa269,2.7189823024395103,60,0,Aman
Mahasiswa270,2.5871836885289867,79,0,Siaga
Mahasiswa271,3.6187223109570272,80,1,Aman
Mahasiswa272,3.6202267893583615,73,1,Aman
Mahasiswa273,3.7341446371602074,58,1,Siaga
Mahasiswa274,3.8264811051129426,52,0,Siaga
Mahasiswa275,3.0226847977218756,100,0,Aman
Mahasiswa276,3.003032589374399,80,1,Aman
Mahasiswa277,3.5965903579335503,89,1,Aman
Mahasiswa278,3.2999278615555303,86,0,Aman
Mahasiswa279,3.403933754515407,85,0,Aman
Mahasiswa280,3.591585338872202,73,0,Aman
Mahasiswa281,3.7800106836351324,80,0,Aman
Mahasiswa282,2.6759903137030716,55,1,Siaga
Mahasiswa283,2.751165905279888,51,0,Siaga
Mahasiswa284,2.187963879681738,69,1,Bermasalah
Mahasiswa285,3.156560281992348,77,1,Aman
Mahasiswa286,2.071884547593484,60,1,Bermasalah
Mahasiswa287,2.9311960362649203,53,0,Siaga
Mahasiswa288,3.0852892694151532,64,0,Siaga
Mahasiswa289,2.573082504256569,55,0,Aman
Mahasiswa290,3.1816665211380215,98,0,Aman
Mahasiswa291,2.061000499878099,79,1,Bermasalah
Mahasiswa292,2.074696377498429,87,0,Siaga
Mahasiswa293,3.6452011213193165,100,0,Aman
Mahasiswa294,2.720381282822526,51,1,Bermasalah
Mahasiswa295,2.2541210253037693,64,0,Siaga
Mahasiswa296,3.0444865201096087,60,1,Siaga
Mahasiswa297,3.5399871061972217,57,1,Siaga
Mahasiswa298,2.431642054993686,75,1,Bermasalah
Mahasiswa299,3.2457809516380003,100,1,Aman
Mahasiswa300,2.170694929987536,94,1,Bermasalah
Mahasiswa301,2.1033634423372156,93,1,Bermasalah
Mahasiswa302,3.0627092631362958,54,1,Bermasalah
Mahasiswa303,3.081270243220213,55,1,Siaga
Mahasiswa304,3.274859802996413,75,0,Aman
Mahasiswa305,3.452182667445323,53,0,Siaga
Mahasiswa306,3.951704158925069,68,0,Siaga
Mahasiswa307,3.0326006966023904,69,0,Siaga
Mahasiswa308,2.645912945882492,82,1,Siaga
Mahasiswa309,3.590372389537407,69,0,Siaga
Mahasiswa310,2.5416645025241484,98,1,Siaga
Mahasiswa311,2.877942841411272,61,0,Aman
Mahasiswa312,2.1569127626845317,96,0,Siaga
Mahasiswa313,2.0507014868309152,50,0,Siaga
Mahasiswa314,3.92529682935585,75,1,Aman
Mahasiswa315,3.6719602410244114,63,0,Siaga
Mahasiswa316,3.391948412187396,87,1,Aman
Mahasiswa317,2.8179058888285398,86,1,Siaga
Mahasiswa318,2.3465886401416913,60,0,Siaga
Mahasiswa319,2.3128740853421723,85,0,Siaga
Mahasiswa320,2.5004857963291904,62,0,Aman
Mahasiswa321,3.0984533294122407,92,1,Aman
Mahasiswa322,3.4291918454001244,52,0,Siaga
Mahasiswa323,3.3203947534354628,82,1,Aman
Mahasiswa324,2.5598677938918857,55,1,Siaga
Mahasiswa325,3.909730561326388,99,0,Aman
Mahasiswa326,3.475793833391537,59,0,Siaga
Mahasiswa327,3.108708105022801,54,1,Bermasalah
Mahasiswa328,3.2234414924687043,72,1,Aman
Mahasiswa329,2.83920012485558,59,1,Siaga
Mahasiswa330,2.495461979002315,93,0,Siaga
Mahasiswa331,2.711945357302523,51,1,Bermasalah
Mahasiswa332,3.515692220928738,62,0,Siaga
Mahasiswa333,2.0287869772595117,89,1,Bermasalah
Mahasiswa334,2.2321452810138327,51,1,Bermasalah
Mahasiswa335,2.0920052840435055,69,0,Siaga
Mahasiswa336,2.08145760463794,50,1,Bermasalah
Mahasiswa337,3.7109211680220144,86,0,Aman
Mahasiswa338,3.4073157187600476,58,0,Siaga
Mahasiswa339,2.9483476581746504,66,1,Siaga
Mahasiswa340,2.195668321302003,58,0,Siaga
Mahasiswa341,2.9832317502336645,60,0,Aman
Mahasiswa342,2.946943541561131,64,1,Siaga
Mahasiswa343,2.3464037398200306,73,0,Siaga
Mahasiswa344,2.867703298475946,87,0,Siaga
Mahasiswa345,2.797009468794747,84,0,Siaga
Mahasiswa346,3.231700196104433,79,1,Aman
Mahasiswa347,3.2701873017352874,80,0,Aman
Mahasiswa348,2.090608019544089,98,1,Bermasalah
Mahasiswa349,2.7492252292529424,54,1,Bermasalah
Mahasiswa350,3.2517198314284728,93,0,Aman
Mahasiswa351,3.006272517160175,99,0,Aman
Mahasiswa352,3.7129796823766448,63,0,Siaga
Mahasiswa353,3.3173872632378902,60,1,Siaga
Mahasiswa354,2.3258688541628594,58,0,Siaga
Mahasiswa355,2.1411374948008595,83,0,Siaga
Mahasiswa356,3.2848385564126312,61,0,Siaga
Mahasiswa357,2.053022621083244,84,0,Siaga
Mahasiswa358,3.1715511625469266,84,0,Aman
Mahasiswa359,3.880460482849915,50,1,Bermasalah
Mahasiswa360,3.150948355751758,89,1,Aman
Mahasiswa361,2.776339852413044,71,0,Siaga
Mahasiswa362,3.2865764368847064,78,0,Aman
Mahasiswa363,2.9165057809830333,57,0,Aman
Mahasiswa364,3.09123357863187,60,0,Siaga
Mahasiswa365,3.8829296175530503,90,1,Aman
Mahasiswa366,2.7722052756015483,86,0,Siaga
Mahasiswa367,3.9223811276478284,63,1,Siaga
Mahasiswa368,3.8107012839121275,79,1,Aman
Mahasiswa369,2.391582269578593,84,0,Siaga
Mahasiswa370,2.138722601750331,70,1,Bermasalah
Mahasiswa371,2.2015560027548533,86,1,Bermasalah
Mahasiswa372,2.0364436513030997,54,1,Bermasalah
Mahasiswa373,2.188885921511857,68,1,Bermasalah
Mahasiswa374,3.366013546832714,63,0,Siaga
Mahasiswa375,2.1423772969204578,75,0,Siaga
Mahasiswa376,2.6379512605875224,53,1,Bermasalah
Mahasiswa377,3.6897506219389093,74,0,Aman
Mahasiswa378,2.046543871471652,94,0,Siaga
Mahasiswa379,3.6289369651778713,91,0,Aman
Mahasiswa380,2.5637095495468,74,0,Siaga
Mahasiswa381,2.2363296552433125,67,0,Siaga
Mahasiswa382,3.393474330728301,89,1,Aman
Mahasiswa383,3.2578856935597678,57,0,Siaga
Mahasiswa384,3.7549440270541057,88,0,Aman
Mahasiswa385,3.4701420876077718,89,0,Aman
Mahasiswa386,3.6069618607696974,63,0,Siaga
Mahasiswa387,2.564069145142613,81,1,Siaga
Mahasiswa388,2.3548790875594454,100,1,Bermasalah
Mahasiswa389,3.5012295032817167,87,1,Aman
Mahasiswa390,3.6136694785345282,82,1,Aman
Mahasiswa391,3.9810102840013464,72,0,Aman
Mahasiswa392,2.825235353822853,64,1,Siaga
Mahasiswa393,2.7440361715855666,82,0,Siaga
Mahasiswa394,3.5528259214839935,74,0,Aman
Mahasiswa395,2.6816070805060357,66,0,Aman
Mahasiswa396,3.8615146512071297,82,0,Aman
Mahasiswa397,3.7168255036860236,96,0,Aman
Mahasiswa398,2.8579880547500367,51,1,Bermasalah
Mahasiswa399,3.5017421355829947,63,1,Siaga
Mahasiswa400,3.5090857481693645,89,1,Aman
Mahasiswa401,2.206247737671865,89,1,Bermasalah
Mahasiswa402,3.805105813359133,100,0,Aman
Mahasiswa403,3.010504744895714,88,1,Aman
Mahasiswa404,3.6529149322154835,100,0,Aman
Mahasiswa405,2.6400992020612235,55,1,Siaga
Mahasiswa406,3.791046456992401,55,0,Siaga
Mahasiswa407,2.778403357468326,52,0,Siaga
Mahasiswa408,2.0216753029605967,56,1,Bermasalah
Mahasiswa409,3.8107639528385273,100,0,Aman
Mahasiswa410,2.182573353572267,57,0,Siaga
Mahasiswa411,2.6386272751808297,91,1,Siaga
Mahasiswa412,3.90012393410161,64,0,Siaga
Mahasiswa413,3.901214293875112,96,1,Aman
Mahasiswa414,3.1468757762465724,78,1,Aman
Mahasiswa415,3.2636744243395985,82,1,Aman
Mahasiswa416,2.8968910439566393,79,0,Siaga
Mahasiswa417,2.586421543396129,88,0,Siaga
Mahasiswa418,2.657329090739832,76,0,Siaga
Mahasiswa419,3.345036912154077,85,1,Aman
Mahasiswa420,3.50474905887536,78,0,Aman
Mahasiswa421,3.583158087451697,87,1,Aman
Mahasiswa422,3.579236285589108,82,1,Aman
Mahasiswa423,2.1824122060973807,86,0,Siaga
Mahasiswa424,2.988840609405163,76,1,Siaga
Mahasiswa425,2.1151175200332886,82,0,Siaga
Mahasiswa426,3.099057764647471,53,0,Siaga
Mahasiswa427,2.883061002746754,71,0,Siaga
Mahasiswa428,3.7754083655165998,51,0,Siaga
Mahasiswa429,2.701830025104157,59,0,Aman
Mahasiswa430,2.234134032855212,54,1,Bermasalah
Mahasiswa431,2.2859833641056717,59,1,Bermasalah
Mahasiswa432,3.5230212634349445,82,1,Aman
Mahasiswa433,3.236436126632522,87,0,Aman
Mahasiswa434,2.2022453522455807,62,0,Siaga
Mahasiswa435,2.168213612229995,80,0,Siaga
Mahasiswa436,3.40193826291824,96,1,Aman
Mahasiswa437,2.145526012728387,85,0,Siaga
Mahasiswa438,3.6437201185807124,94,1,Aman
Mahasiswa439,3.4124844543129926,73,1,Aman
Mahasiswa440,2.1626975612837995,64,0,Siaga
Mahasiswa441,2.169675428170384,78,0,Siaga
Mahasiswa442,3.973279157002351,57,1,Siaga
Mahasiswa443,2.7485415915122404,54,0,Siaga
Mahasiswa444,2.7412842941337816,78,1,Siaga
Mahasiswa445,3.625599134515005,96,0,Aman
Mahasiswa446,3.894497154767717,53,0,Siaga
Mahasiswa447,3.972002127645742,61,1,Siaga
Mahasiswa448,3.5067563705178832,94,0,Aman
Mahasiswa449,2.7525191710618317,51,1,Bermasalah
Mahasiswa450,2.1670014333973375,76,0,Siaga
Mahasiswa451,3.5542938318548734,80,1,Aman
Mahasiswa452,3.11680849947161,100,1,Aman
Mahasiswa453,2.848444018493953,100,0,Siaga
Mahasiswa454,3.812708770189472,85,1,Aman
Mahasiswa455,2.2223949646123025,85,0,Siaga
Mahasiswa456,2.9852502085817183,75,0,Siaga
Mahasiswa457,2.0227072895348384,92,0,Siaga
Mahasiswa458,2.9373212839882523,76,1,Siaga
Mahasiswa459,2.1126065513636747,54,1,Bermasalah
Mahasiswa460,2.237635832536144,69,0,Siaga
Mahasiswa461,2.2350524935542095,60,0,Siaga
Mahasiswa462,3.298420604232127,59,1,Siaga
Mahasiswa463,3.4920897585308466,89,0,Aman
Mahasiswa464,3.166737530194319,87,0,Aman
Mahasiswa465,3.924345096949084,55,1,Siaga
Mahasiswa466,2.7497411590474083,57,0,Aman
Mahasiswa467,2.5714241725637215,72,1,Siaga
Mahasiswa468,3.7371982563789206,96,0,Aman
Mahasiswa469,2.447191677038905,75,1,Bermasalah
Mahasiswa470,3.9264450788812226,95,0,Aman
Mahasiswa471,2.0243089493796327,92,0,Siaga
Mahasiswa472,3.939757653415278,61,1,Siaga
Mahasiswa473,2.0863198239011522,75,0,Siaga
Mahasiswa474,3.782286227396142,62,1,Siaga
Mahasiswa475,3.0554022181726,89,0,Aman
Mahasiswa476,3.985929592238601,67,1,Siaga
Mahasiswa477,2.1475931294707977,74,1,Bermasalah
Mahasiswa478,3.1077085688026416,82,1,Aman
Mahasiswa479,3.938605071238198,96,1,Aman
Mahasiswa480,3.0461956883402976,89,0,Aman
Mahasiswa481,3.258797276270525,92,0,Aman
Mahasiswa482,3.3914973779692343,61,1,Siaga
Mahasiswa483,2.9090821295355465,93,1,Siaga
Mahasiswa484,3.255116160168127,85,1,Aman
Mahasiswa485,3.1686286238462005,97,0,Aman
Mahasiswa486,3.802316020981978,53,0,Siaga
Mahasiswa487,2.090892760682916,54,0,Siaga
Mahasiswa488,2.5619263791844604,86,0,Siaga
Mahasiswa489,3.9008229681531175,57,1,Siaga
Mahasiswa490,3.7805275677818324,91,1,Aman
Mahasiswa491,2.911313505571426,98,1,Siaga
Mahasiswa492,3.2402651956030732,77,0,Aman
Mahasiswa493,2.554762365962265,80,0,Siaga
Mahasiswa494,2.3762423194475226,58,0,Siaga
Mahasiswa495,2.9273968098799643,100,1,Siaga
Mahasiswa496,2.7067044560521056,78,1,Siaga
Mahasiswa497,3.167312223701744,63,0,Siaga
Mahasiswa498,2.1554692739299695,89,1,Bermasalah
Mahasiswa499,3.948789615332333,90,0,Aman
Mahasiswa500,3.9724214889592058,71,0,Aman
